ICD10,count
G73.1,20
G73.5,13
G73.6,28
G73.7,12
G80,110
G80.0,9
G80.1,28
G80.3,18
G80.8,32
G80.9,16
G81,10
G81.9,6
G82,62
G82.1,24
G82.2,17
G82.5,12
G83,106
G83.0,13
G83.4,10
G83.8,64
G83.9,10
G90,283
G90.0,17
G90.1,33
G90.2,33
G90.3,68
G90.8,109
G90.9,16
G91,60
G91.0,9
G91.1,18
G91.2,16
G91.9,14
G92,52
G93,251
G93.0,30
G93.2,23
G93.3,31
G93.4,79
G93.5,19
G93.7,11
G93.8,43
G93.9,24
G94,35
G94.8,29
G95,118
G95.0,35
G95.1,47
G95.8,19
G95.9,13
G96,73
G96.0,12
G96.1,16
G96.8,18
G96.9,26
G97,42
G97.1,13
G97.8,16
G98,66
G99,52
G99.0,6
G99.2,29
G99.8,14
H00,100
H00.0,60
H00.1,15
H01,71
H01.0,24
H01.1,37
H01.8,7
H01.9,17
H02,193
H02.0,7
H02.1,24
H02.2,36
H02.3,16
H02.4,15
H02.5,15
H02.7,38
H02.8,24
H02.9,15
H03,46
H03.0,19
H03.1,23
H04,331
H04.0,39
H04.1,56
H04.2,43
H04.3,56
H04.4,21
H04.5,72
H04.6,20
H04.8,15
H04.9,12
H05,251
H05.0,49
H05.1,94
H05.2,57
H05.4,12
H05.8,25
H06,15
H10,179
H10.0,32
H10.1,19
H10.2,23
H10.4,38
H10.5,29
H10.8,6
H10.9,19
H11,124
H11.0,12
H11.1,42
H11.4,33
H11.8,12
H11.9,16
H13,90
H13.1,53
H13.3,24
H13.8,8
H15,151
H15.0,50
H15.1,18
H15.8,52
H15.9,14
H16,320
H16.0,63
H16.1,72
H16.2,76
H16.3,50
H16.4,28
H16.8,21
H16.9,11
H17,17
H17.8,8
H18,957
H18.0,65
H18.1,7
H18.2,40
H18.3,13
H18.4,71
H18.5,675
H18.6,21
H18.7,32
H18.8,17
H18.9,16
H19,98
H19.0,12
H19.1,12
H19.2,54
H19.8,15
H20,152
H20.0,49
H20.1,25
H20.2,49
H20.8,77
H20.9,38
H21,84
H21.1,11
H21.2,23
H21.3,7
H21.4,8
H21.5,15
H21.8,8
H21.9,7
H22,52
H22.0,43
H25,52
H25.0,35
H25.1,6
H26,88
H26.0,40
H26.2,12
H26.4,9
H26.8,12
H27,56
H27.1,24
H27.8,6
H27.9,22
H28,24
H28.0,12
H30,204
H30.0,23
H30.1,47
H30.2,21
H30.8,56
H30.9,62
H31,138
H31.0,20
H31.1,19
H31.2,65
H31.9,24
H32,34
H32.0,31
H33,56
H33.0,16
H33.1,16
H33.2,13
H34,116
H34.0,15
H34.1,9
H34.2,45
H34.8,25
H34.9,21
H35,2351
H35.0,111
H35.1,24
H35.2,22
H35.3,119
H35.4,70
H35.5,1927
H35.6,7
H35.7,19
H35.8,37
H35.9,14
H36,86
H36.0,76
H36.8,10
H40,233
H40.0,34
H40.1,72
H40.2,78
H40.5,12
H40.8,21
H42,11
H42.8,7
H43,64
H43.2,10
H43.3,15
H43.8,31
H44,247
H44.0,30
H44.1,68
H44.2,25
H44.3,33
H44.4,39
H44.5,24
H44.6,11
H44.7,11
H44.8,20
H44.9,17
H45,10
H46,48
H47,369
H47.0,23
H47.1,28
H47.2,203
H47.3,44
H47.4,21
H47.6,29
H48,14
H48.1,6
H49,317
H49.0,28
H49.1,57
H49.2,63
H49.4,69
H49.8,65
H49.9,34
H50,178
H50.0,25
H50.1,21
H50.2,7
H50.3,20
H50.4,14
H50.5,9
H50.6,27
H50.8,47
H50.9,7
H51,68
H51.1,6
H51.2,8
H51.8,42
H51.9,7
H52,148
H52.0,11
H52.1,10
H52.2,17
H52.3,17
H52.4,8
H52.5,51
H52.7,31
H53,406
H53.0,37
H53.1,54
H53.3,18
H53.4,37
H53.5,143
H53.6,77
H53.8,34
H54,44
H54.0,6
H54.7,7
H55,30
H57,51
H57.0,36
H57.8,6
H58,25
H58.1,7
H58.8,15
H59,16
H59.8,6
H60,88
H60.0,10
H60.2,7
H60.3,11
H60.4,11
H60.5,8
H61,92
H61.0,27
H61.1,23
H61.3,10
H61.9,21
H62,22
H62.1,6
H62.2,9
H65,120
H65.0,15
H65.1,8
H65.2,45
H65.3,6
H65.4,6
H65.9,39
H66,113
H66.0,7
H66.1,10
H66.2,12
H66.3,24
H66.4,40
H66.9,19
H67,14
H67.1,8
H68,80
H68.0,52
H69,18
H69.0,11
H70,49
H70.0,10
H70.1,7
H70.2,18
H70.9,11
H71,50
H72,16
H73,82
H73.0,30
H73.1,12
H73.8,24
H73.9,11
H74,55
H74.1,9
H74.3,10
H74.4,20
H74.8,6
H75,9
H75.0,6
H80,44
H81,124
H81.0,31
H81.2,10
H81.3,8
H81.4,23
H81.8,21
H81.9,26
H82,1
H83,121
H83.0,30
H83.2,11
H83.3,7
H83.8,38
H83.9,30
H90,2682
H90.0,11
H90.3,2564
H90.5,71
H91,59
H91.9,42
H92,18
H92.0,6
H92.1,8
H93,72
H93.2,8
H93.3,22
H93.9,32
H94,19
H94.0,9
H94.8,9
H95,29
H95.0,6
H95.1,8
H95.8,7
H95.9,7
I00,14
I01,89
I01.0,18
I01.1,27
I01.2,20
I01.8,21
I01.9,50
I02,45
I02.0,41
I02.9,17
I05,77
I05.0,7
I05.1,40
I05.2,12
I05.8,10
I05.9,45
I06,42
I06.1,29
I07,58
I07.0,8
I07.8,9
I07.9,34
I08,72
I08.0,17
I08.1,7
I08.2,10
I08.3,25
I08.8,8
I09,136
I09.0,43
I09.2,36
I09.8,47
I09.9,6
I10,29
I11,63
I11.0,31
I11.9,31
I12,36
I12.0,8
I12.9,19
I13,50
I13.2,16
I13.9,24
I15,413
I15.0,12
I15.1,142
I15.8,239
I20,82
I20.0,49
I20.1,10
I20.8,11
I20.9,12
I21,75
I21.3,8
I21.9,39
I22,29
I23,18
I24,53
I24.0,16
I24.1,11
I24.8,22
I25,254
I25.1,73
I25.2,11
I25.3,16
I25.4,25
I25.8,104
I25.9,42
I26,37
I26.0,13
I26.9,24
I27,163
I27.0,46
I27.1,9
I27.8,26
I27.9,28
I28,26
I28.0,6
I28.8,15
I30,26
I30.1,15
I31,52
I31.0,9
I31.1,6
I31.9,18
I32,20
I32.0,11
I33,34
I33.0,23
I33.9,10
I34,28
I34.1,12
I34.8,7
I35,46
I35.0,14
I35.1,10
I35.8,14
I36,17
I37,26
I37.1,6
I37.8,9
I38,15
I39,55
I39.0,6
I39.1,12
I39.3,7
I39.8,25
I40,66
I40.0,16
I40.1,20
I40.8,8
I40.9,9
I41,40
I41.0,15
I41.1,13
I41.2,7
I42,1273
I42.0,743
I42.1,26
I42.2,25
I42.3,23
I42.4,18
I42.5,27
I42.6,14
I42.8,384
I42.9,12
I43,55
I43.0,6
I43.1,35
I43.8,10
I44,63
I44.1,8
I44.3,14
I44.6,20
I45,270
I45.1,6
I45.5,21
I45.6,43
I45.8,178
I45.9,12
I46,32
I46.9,9
I47,130
I47.0,8
I47.1,25
I47.2,90
I47.9,6
I48,24
I49,257
I49.0,22
I49.1,9
I49.3,8
I49.4,13
I49.5,17
I49.8,155
I49.9,27
I50,86
I50.0,33
I50.1,13
I50.9,49
I51,134
I51.4,23
I51.5,35
I51.6,10
I51.7,11
I51.8,13
I51.9,30
I52,34
I52.0,25
I52.8,6
I60,79
I60.6,6
I60.7,26
I60.8,18
I60.9,16
I61,48
I61.0,7
I61.9,15
I62,11
I63,138
I63.0,10
I63.1,8
I63.2,10
I63.3,19
I63.4,20
I63.5,26
I63.9,39
I64,31
I65,61
I65.0,13
I65.1,10
I65.2,8
I65.3,7
I65.9,17
I66,65
I66.3,7
I66.8,18
I66.9,18
I67,255
I67.1,14
I67.2,28
I67.3,44
I67.5,8
I67.6,17
I67.7,53
I67.8,23
I67.9,61
I68,219
I68.0,188
I68.1,10
I68.8,19
I69,37
I69.0,17
I69.3,11
I70,120
I70.0,18
I70.1,18
I70.2,14
I70.8,6
I70.9,15
I71,135
I71.0,9
I71.1,78
I71.2,12
I71.3,60
I71.5,58
I71.8,67
I71.9,68
I72,52
I72.0,14
I72.8,18
I72.9,9
I73,124
I73.0,27
I73.1,27
I73.8,22
I73.9,47
I74,56
I74.0,10
I74.3,6
I74.4,7
I74.8,8
I74.9,12
I77,165
I77.0,33
I77.1,17
I77.2,8
I77.4,15
I77.6,32
I77.8,39
I77.9,7
I78,107
I78.0,36
I78.1,18
I78.8,42
I78.9,11
I79,60
I79.0,19
I79.1,10
I79.2,10
I79.8,21
I80,122
I80.0,37
I80.1,30
I80.2,20
I80.3,10
I80.8,9
I80.9,8
I81,11
I82,50
I82.0,14
I82.1,10
I82.9,9
I83,76
I83.0,9
I83.1,17
I83.2,20
I83.9,26
I84,28
I85,70
I85.0,61
I85.9,9
I86,71
I86.1,16
I86.2,13
I86.3,11
I86.8,25
I87,48
I87.0,11
I87.1,14
I87.8,18
I88,88
I88.0,20
I88.1,51
I88.8,6
I88.9,40
I89,164
I89.0,70
I89.1,19
I89.8,71
I95,44
I95.1,30
I97,57
I97.0,8
I97.1,12
I97.2,11
I97.8,18
I97.9,7
I98,26
I98.0,15
I98.8,6
I99,52
J00,64
J01,75
J01.0,13
J01.1,12
J01.2,18
J01.3,15
J01.9,12
J02,37
J02.0,11
J02.8,6
J02.9,19
J03,16
J03.9,9
J04,68
J04.0,22
J04.1,36
J04.2,9
J05,40
J05.0,21
J05.1,18
J06,24
J06.0,9
J06.8,7
J06.9,7
J10,27
J10.1,7
J10.8,16
J11,79
J11.0,9
J11.1,53
J11.8,16
J12,38
J12.8,15
J12.9,11
J13,42
J14,5
J15,132
J15.0,22
J15.2,8
J15.4,6
J15.6,9
J15.7,38
J15.8,7
J15.9,14
J16,15
J16.0,9
J17,59
J17.0,20
J17.1,17
J17.2,11
J17.3,8
J18,43
J18.0,21
J18.8,10
J20,72
J20.0,11
J20.9,39
J21,9
J22,3
J30,64
J30.0,11
J30.1,15
J30.3,20
J31,47
J31.0,18
J31.1,15
J31.2,11
J32,155
J32.0,33
J32.1,20
J32.2,38
J32.3,29
J32.9,31
J33,22
J33.0,6
J33.8,7
J34,83
J34.0,8
J34.1,12
J34.2,9
J34.8,48
J35,93
J35.0,42
J35.2,15
J35.3,7
J35.8,20
J36,14
J37,35
J37.0,20
J37.1,14
J38,152
J38.0,33
J38.2,10
J38.3,14
J38.5,13
J38.6,16
J38.7,57
J39,108
J39.1,9
J39.2,48
J39.8,40
J40,32
J41,18
J41.0,7
J41.1,6
J42,39
J43,27
J43.8,9
J43.9,9
J44,103
J44.1,12
J44.8,37
J44.9,52
J45,105
J45.0,17
J45.9,61
J46,17
J47,7
J60,32
J61,25
J62,91
J62.0,17
J62.8,74
J63,48
J63.2,19
J63.4,12
J64,8
J65,12
J66,33
J66.0,24
J67,205
J67.0,12
J67.1,15
J67.2,41
J67.3,17
J67.4,22
J67.5,8
J67.6,26
J67.7,21
J67.8,20
J67.9,20
J68,47
J68.0,14
J68.4,18
J69,61
J69.0,28
J69.1,26
J69.8,7
J70,40
J70.0,11
J70.1,9
J70.2,6
J70.8,8
J70.9,7
J80,35
J81,16
J82,47
J84,326
J84.0,116
J84.1,138
J84.8,62
J84.9,9
J85,15
J86,114
J86.0,28
J86.9,87
J90,10
J91,1
J92,8
J93,21
J93.0,12
J94,34
J94.2,7
J94.8,16
J95,42
J95.0,13
J95.8,10
J96,30
J96.0,25
J98,195
J98.0,44
J98.1,7
J98.2,7
J98.4,60
J98.5,25
J98.6,16
J98.8,6
J98.9,6
J99,146
J99.1,10
J99.8,131
K00,580
K00.0,38
K00.1,13
K00.2,65
K00.3,22
K00.4,21
K00.5,371
K00.6,14
K00.8,28
K01,6
K02,66
K02.1,19
K02.4,9
K02.9,25
K03,95
K03.2,16
K03.3,13
K03.4,11
K03.5,24
K03.6,9
K03.8,9
K04,134
K04.0,13
K04.1,18
K04.2,20
K04.3,6
K04.4,11
K04.5,28
K04.6,13
K04.7,11
K04.8,8
K04.9,6
K05,97
K05.0,15
K05.1,20
K05.2,18
K05.3,25
K05.6,25
K06,117
K06.0,37
K06.1,48
K06.2,9
K06.8,17
K07,99
K07.0,12
K07.1,17
K07.2,11
K07.3,25
K07.5,6
K07.6,16
K07.9,6
K08,34
K08.8,16
K08.9,6
K09,86
K09.0,18
K09.1,12
K09.2,6
K09.8,46
K10,71
K10.0,6
K10.2,25
K10.3,9
K10.8,23
K11,203
K11.1,6
K11.2,49
K11.5,28
K11.6,30
K11.7,15
K11.8,58
K12,93
K12.0,11
K12.1,55
K12.2,26
K13,150
K13.0,61
K13.2,35
K13.3,8
K13.5,18
K13.7,20
K14,194
K14.0,28
K14.1,21
K14.2,11
K14.3,19
K14.4,21
K14.5,46
K14.6,17
K14.8,18
K14.9,14
K20,26
K21,46
K21.0,9
K21.9,38
K22,155
K22.0,42
K22.1,10
K22.2,12
K22.4,21
K22.5,6
K22.8,17
K22.9,23
K23,12
K23.8,6
K25,94
K26,43
K27,51
K28,74
K29,193
K29.2,13
K29.4,16
K29.5,10
K29.6,57
K29.7,67
K29.8,21
K29.9,6
K30,18
K31,194
K31.1,12
K31.2,14
K31.3,6
K31.5,18
K31.6,7
K31.8,117
K31.9,10
K35,19
K35.0,7
K35.1,7
K36,6
K37,31
K38,26
K38.8,12
K40,20
K40.9,8
K41,14
K42,6
K43,10
K44,42
K44.9,22
K45,7
K46,39
K46.0,9
K46.1,9
K50,77
K50.0,14
K50.1,50
K50.8,6
K50.9,6
K51,33
K51.9,17
K52,153
K52.2,16
K52.8,43
K52.9,71
K55,81
K55.0,29
K55.1,12
K55.9,13
K56,151
K56.0,28
K56.1,21
K56.2,29
K56.3,6
K56.4,13
K56.5,6
K56.6,45
K57,31
K57.3,9
K57.8,6
K58,31
K58.0,6
K58.9,26
K59,158
K59.0,17
K59.1,13
K59.3,38
K59.4,15
K59.8,55
K59.9,15
K60,22
K60.3,8
K61,20
K61.1,8
K62,149
K62.3,11
K62.4,26
K62.6,22
K62.8,70
K63,134
K63.1,13
K63.2,16
K63.3,12
K63.4,14
K63.5,16
K63.8,37
K63.9,20
K65,81
K65.0,35
K65.8,35
K65.9,10
K66,44
K66.0,24
K66.1,7
K66.8,10
K67,17
K70,96
K70.0,32
K70.1,18
K70.3,36
K71,32
K71.8,6
K72,78
K72.0,44
K72.9,21
K73,45
K73.9,36
K74,138
K74.1,9
K74.3,36
K74.5,17
K74.6,83
K75,52
K75.4,19
K75.8,16
K76,275
K76.0,10
K76.1,47
K76.3,10
K76.4,11
K76.5,17
K76.6,8
K76.7,12
K76.8,128
K76.9,29
K77,44
K77.0,34
K77.8,9
K80,72
K80.0,7
K80.1,7
K80.2,18
K80.4,6
K80.5,22
K80.8,8
K81,45
K81.0,12
K81.9,30
K82,96
K82.0,17
K82.3,9
K82.4,12
K82.8,29
K82.9,18
K83,162
K83.0,72
K83.1,31
K83.2,10
K83.8,18
K83.9,19
K85,54
K86,100
K86.1,38
K86.8,50
K87,12
K87.1,8
K90,211
K90.0,47
K90.1,24
K90.2,22
K90.3,51
K90.4,22
K90.8,38
K90.9,7
K91,114
K91.1,29
K91.2,9
K91.4,27
K91.5,6
K91.8,29
K91.9,7
K92,54
K92.2,13
K92.9,32
K93,99
K93.0,48
K93.8,47
L00,37
L01,19
L01.0,17
L02,81
L02.0,8
L02.2,14
L02.4,22
L02.8,7
L02.9,23
L03,94
L03.0,47
L03.1,16
L03.3,11
L03.8,7
L03.9,8
L04,70
L04.0,6
L04.1,6
L04.2,9
L04.9,44
L05,19
L05.0,10
L05.9,9
L08,67
L08.0,13
L08.1,14
L08.8,18
L08.9,21
L10,52
L10.0,6
L10.2,8
L10.3,7
L10.4,18
L10.8,10
L11,11
L12,73
L12.0,10
L12.1,28
L12.2,11
L12.3,17
L12.9,8
L13,51
L13.0,20
L13.1,22
L14,1
L20,48
L20.8,44
L20.9,38
L21,141
L21.0,71
L21.1,28
L21.9,40
L22,28
L23,71
L23.0,17
L23.5,9
L23.7,9
L23.9,18
L24,71
L24.2,10
L24.5,13
L24.8,10
L24.9,22
L25,55
L25.3,8
L25.9,31
L26,5
L27,31
L27.0,8
L27.1,6
L27.2,6
L27.8,7
L28,28
L28.0,19
L28.2,7
L29,17
L30,67
L30.1,6
L30.2,7
L30.3,14
L30.4,7
L30.8,9
L30.9,19
L40,132
L40.0,6
L40.1,52
L40.2,14
L40.3,13
L40.4,10
L40.5,34
L41,36
L41.0,6
L41.9,18
L42,8
L43,128
L43.0,14
L43.1,17
L43.2,14
L43.3,16
L43.8,88
L43.9,39
L44,36
L44.0,11
L44.1,10
L45,1
L50,144
L50.0,16
L50.2,54
L50.3,35
L50.4,7
L50.8,19
L51,57
L51.1,13
L51.2,25
L52,2
L53,28
L53.8,10
L54,2
L55,11
L56,69
L56.3,7
L56.4,31
L56.8,11
L57,87
L57.0,31
L57.4,11
L57.8,36
L58,22
L58.1,8
L58.9,8
L59,33
L59.0,8
L59.8,22
L60,101
L60.3,41
L60.5,10
L60.8,29
L60.9,10
L62,4
L63,32
L63.0,10
L63.9,16
L64,9
L65,80
L65.0,9
L65.1,8
L65.2,14
L65.8,27
L65.9,21
L66,56
L66.1,30
L66.2,13
L67,59
L67.0,7
L67.1,6
L67.8,43
L68,55
L68.1,7
L68.2,23
L68.3,18
L68.9,18
L70,48
L70.0,8
L70.2,22
L70.8,12
L70.9,20
L71,30
L71.9,23
L72,61
L72.0,11
L72.1,13
L72.2,16
L72.8,16
L73,42
L73.1,12
L73.2,12
L73.8,8
L74,119
L74.0,24
L74.1,7
L74.2,20
L74.3,13
L74.4,26
L74.8,10
L74.9,16
L75,43
L75.1,6
L75.2,22
L80,6
L81,240
L81.3,46
L81.4,106
L81.7,18
L81.8,51
L81.9,7
L82,42
L83,16
L84,6
L85,84
L85.0,19
L85.1,6
L85.2,17
L85.8,28
L85.9,7
L86,2
L87,37
L87.1,14
L87.2,15
L88,12
L89,45
L90,128
L90.0,9
L90.1,8
L90.2,8
L90.3,11
L90.4,11
L90.5,25
L90.8,28
L90.9,29
L91,25
L91.0,7
L91.8,16
L92,44
L92.0,9
L92.1,16
L93,62
L93.0,28
L93.2,35
L94,88
L94.0,49
L94.6,14
L94.8,8
L95,39
L95.0,10
L95.8,22
L97,5
L98,270
L98.1,28
L98.2,27
L98.3,12
L98.4,34
L98.5,50
L98.6,47
L98.8,60
L98.9,6
L99,138
L99.0,87
L99.8,50
M00,46
M00.9,35
M01,62
M01.1,30
M01.3,12
M02,73
M02.1,54
M02.3,60
M02.8,53
M03,17
M03.1,6
M05,86
M05.0,20
M05.1,6
M05.3,51
M06,60
M06.1,17
M06.8,15
M06.9,18
M07,18
M07.3,6
M08,181
M08.0,24
M08.2,29
M08.3,34
M08.4,58
M08.8,29
M09,17
M09.0,13
M10,45
M10.0,17
M10.9,18
M11,140
M11.1,61
M11.2,66
M11.9,6
M12,92
M12.0,14
M12.2,36
M12.3,11
M12.4,15
M12.8,10
M13,24
M13.8,12
M14,111
M14.5,14
M14.6,45
M14.8,35
M15,30
M15.9,8
M16,43
M16.0,10
M16.1,11
M16.9,8
M17,22
M17.9,6
M18,15
M19,54
M19.8,13
M19.9,29
M20,37
M20.0,14
M20.5,10
M21,120
M21.0,6
M21.1,9
M21.4,8
M21.5,8
M21.6,9
M21.7,10
M21.8,48
M21.9,14
M22,32
M22.4,16
M23,52
M23.2,11
M23.3,11
M23.4,8
M23.8,6
M24,94
M24.0,8
M24.1,6
M24.2,8
M24.4,19
M24.5,9
M24.6,15
M24.8,13
M24.9,6
M25,141
M25.0,89
M25.4,9
M25.5,8
M25.6,11
M25.8,7
M30,243
M30.0,69
M30.1,109
M30.3,31
M30.8,31
M31,301
M31.0,38
M31.1,21
M31.2,25
M31.3,98
M31.4,46
M31.6,39
M31.8,17
M32,59
M32.0,14
M32.1,26
M32.8,11
M32.9,25
M33,52
M33.0,24
M33.1,10
M33.2,11
M33.9,16
M34,164
M34.0,54
M34.1,69
M34.2,42
M34.8,111
M34.9,44
M35,265
M35.0,32
M35.1,25
M35.2,50
M35.3,15
M35.4,11
M35.5,14
M35.6,35
M35.7,13
M35.8,60
M35.9,9
M36,27
M36.1,8
M40,18
M41,23
M41.9,6
M42,56
M42.0,47
M43,62
M43.1,8
M43.2,8
M43.8,22
M43.9,9
M45,37
M46,56
M46.2,6
M46.4,13
M46.5,7
M46.9,7
M47,84
M47.8,6
M47.9,66
M48,102
M48.0,17
M48.1,33
M48.2,13
M48.3,17
M48.4,6
M48.8,8
M49,89
M49.0,55
M49.4,10
M49.8,12
M50,35
M50.0,7
M50.1,10
M50.8,11
M51,74
M51.0,15
M51.1,30
M51.2,10
M51.8,6
M53,81
M53.0,14
M53.2,21
M53.3,27
M53.8,10
M54,66
M54.1,32
M54.5,9
M54.8,6
M60,96
M60.0,44
M60.1,7
M60.8,26
M60.9,15
M61,61
M61.1,18
M61.5,26
M62,73
M62.5,9
M62.8,31
M62.9,15
M63,16
M63.0,6
M65,53
M65.2,6
M65.4,28
M65.8,6
M66,17
M67,35
M67.8,12
M68,19
M68.0,15
M70,71
M70.2,36
M70.8,6
M70.9,7
M71,36
M71.9,15
M72,131
M72.0,6
M72.1,7
M72.2,35
M72.4,20
M72.8,41
M72.9,8
M73,15
M73.0,8
M75,85
M75.0,23
M75.1,16
M75.3,6
M75.4,20
M75.5,6
M75.8,9
M76,76
M76.5,13
M76.6,31
M76.8,14
M77,81
M77.1,31
M77.3,11
M77.5,6
M77.9,21
M79,140
M79.0,7
M79.1,10
M79.2,35
M79.3,11
M79.4,11
M79.6,41
M79.8,14
M79.9,6
M80,40
M80.0,13
M80.5,7
M80.8,6
M81,100
M81.0,15
M81.5,16
M81.8,13
M81.9,46
M82,5
M83,32
M83.8,18
M84,24
M85,130
M85.0,20
M85.2,40
M85.3,8
M85.4,18
M85.8,33
M86,101
M86.3,46
M86.6,9
M86.8,24
M86.9,9
M87,108
M87.0,29
M87.1,35
M87.2,36
M87.3,35
M87.8,69
M87.9,27
M88,74
M88.0,47
M88.8,48
M88.9,48
M89,296
M89.0,40
M89.2,6
M89.3,20
M89.4,79
M89.5,43
M89.8,79
M89.9,23
M90,99
M90.0,24
M90.1,13
M90.2,43
M91,109
M91.0,13
M91.1,73
M91.2,64
M91.3,61
M91.8,15
M92,150
M92.0,15
M92.1,7
M92.2,23
M92.4,17
M92.5,10
M92.6,16
M92.7,7
M92.8,7
M92.9,6
M93,172
M93.2,78
M93.9,90
M94,99
M94.0,35
M94.1,28
M94.8,14
M94.9,17
M95,56
M95.0,9
M95.2,8
M95.4,15
M95.5,11
M96,32
M96.8,6
M99,46
M99.5,22
N00,122
N01,47
N02,55
N03,71
N04,300
N05,81
N06,39
N07,73
N08,142
N08.0,29
N08.1,6
N08.2,8
N08.3,7
N08.4,7
N08.5,39
N10,15
N11,83
N11.0,23
N11.1,20
N11.8,25
N11.9,17
N12,39
N13,174
N13.1,15
N13.2,13
N13.3,14
N13.5,47
N13.6,33
N13.7,22
N13.8,6
N13.9,15
N14,16
N15,81
N15.0,24
N15.1,9
N15.8,37
N15.9,10
N16,68
N16.0,9
N16.1,7
N16.3,27
N16.4,6
N17,69
N17.0,23
N17.1,19
N17.2,6
N18,129
N18.8,9
N18.9,75
N19,55
N20,61
N20.0,19
N20.2,24
N20.9,13
N21,64
N21.0,24
N21.1,12
N21.9,9
N22,6
N23,9
N25,156
N25.0,17
N25.1,23
N25.8,104
N25.9,6
N26,18
N27,7
N28,173
N28.0,16
N28.1,17
N28.8,100
N28.9,39
N29,42
N29.1,23
N29.8,15
N30,97
N30.0,8
N30.1,17
N30.2,10
N30.3,20
N30.4,8
N30.8,16
N30.9,20
N31,56
N31.2,22
N31.8,20
N31.9,7
N32,144
N32.0,20
N32.1,11
N32.2,13
N32.3,21
N32.8,58
N32.9,18
N33,14
N33.8,9
N34,71
N34.0,15
N34.2,37
N34.3,14
N35,25
N35.0,6
N35.9,14
N36,100
N36.0,9
N36.1,8
N36.3,6
N36.8,30
N36.9,25
N37,13
N37.0,8
N39,33
N39.0,9
N40,22
N41,42
N41.1,6
N41.3,8
N41.9,19
N42,84
N42.0,19
N42.2,12
N42.8,28
N42.9,20
N43,18
N44,36
N45,40
N45.9,11
N46,150
N47,45
N48,162
N48.0,18
N48.1,21
N48.2,19
N48.3,10
N48.6,33
N48.8,51
N49,62
N49.0,19
N49.1,19
N49.2,7
N49.8,10
N49.9,6
N50,179
N50.0,12
N50.1,33
N50.8,98
N50.9,24
N51,71
N51.0,13
N51.1,23
N51.8,31
N60,130
N60.0,23
N60.1,44
N60.2,17
N60.3,28
N60.8,11
N61,25
N62,49
N63,4
N64,76
N64.1,15
N64.5,11
N64.8,24
N64.9,13
N70,164
N70.0,30
N70.1,35
N70.9,91
N71,43
N71.9,37
N72,35
N73,90
N73.2,14
N73.5,9
N73.6,17
N73.9,36
N74,65
N74.1,24
N74.2,8
N74.3,17
N74.4,7
N74.8,6
N75,32
N75.0,21
N75.8,6
N76,93
N76.0,18
N76.2,31
N76.4,10
N76.6,19
N76.8,6
N77,54
N77.0,17
N77.1,35
N80,117
N80.0,43
N80.1,16
N80.2,10
N80.3,9
N80.4,12
N80.5,6
N80.6,14
N80.9,6
N81,92
N81.0,10
N81.1,16
N81.2,8
N81.3,6
N81.4,8
N81.5,18
N81.8,17
N82,58
N82.1,9
N82.3,9
N82.4,13
N82.5,9
N82.9,9
N83,137
N83.0,15
N83.1,15
N83.2,17
N83.3,7
N83.4,15
N83.5,11
N83.8,44
N83.9,7
N84,70
N84.0,29
N84.2,11
N84.3,15
N84.8,6
N85,126
N85.0,9
N85.1,7
N85.2,8
N85.4,23
N85.5,7
N85.7,7
N85.8,39
N85.9,18
N86,11
N87,68
N87.9,12
N88,102
N88.0,30
N88.1,9
N88.2,10
N88.3,12
N88.4,13
N88.8,25
N89,115
N89.4,13
N89.5,10
N89.6,12
N89.7,7
N89.8,57
N90,109
N90.4,19
N90.5,24
N90.6,8
N90.7,12
N90.8,30
N91,43
N91.2,26
N92,68
N92.0,9
N92.1,10
N92.2,6
N92.3,6
N92.4,13
N92.5,8
N92.6,15
N93,20
N93.8,9
N94,99
N94.2,8
N94.3,17
N94.6,9
N94.8,42
N94.9,8
N95,76
N95.0,6
N95.1,18
N95.2,31
N95.3,8
N95.8,9
N96,37
N97,150
N97.0,49
N97.1,13
N97.2,25
N97.8,24
N98,29
N98.1,15
N99,54
N99.0,8
N99.2,6
N99.5,7
N99.8,14
O00,52
O00.1,9
O00.8,9
O00.9,28
O01,67
O01.0,32
O01.1,25
O01.9,21
O02,34
O02.0,17
O02.1,10
O03,6
O04,7
O05,3
O06,3
O07,68
O07.0,11
O07.3,13
O07.5,11
O07.8,13
O08,104
O08.0,36
O08.1,11
O08.2,7
O08.3,6
O08.4,13
O08.6,13
O08.8,7
O10,26
O10.0,6
O10.2,7
O10.4,6
O11,10
O12,19
O12.1,8
O12.2,6
O13,6
O14,70
O14.1,8
O14.9,50
O15,37
O15.0,6
O15.9,24
O16,6
O20,29
O20.0,21
O21,21
O21.1,8
O22,44
O22.2,6
O22.3,8
O22.9,8
O23,46
O23.0,8
O23.5,20
O24,40
O24.4,26
O25,4
O26,103
O26.4,22
O26.6,16
O26.8,38
O28,17
O29,35
O29.0,7
O30,26
O30.0,6
O30.8,9
O31,11
O32,83
O32.1,9
O32.2,17
O32.3,11
O32.4,10
O32.5,8
O32.9,13
O33,87
O33.0,21
O33.1,7
O33.2,6
O33.3,11
O33.5,9
O33.6,7
O33.7,13
O33.9,6
O34,159
O34.0,10
O34.1,7
O34.2,14
O34.3,9
O34.4,29
O34.5,30
O34.6,13
O34.7,14
O34.8,30
O35,76
O35.0,11
O35.3,12
O35.4,6
O35.5,7
O35.7,8
O35.8,14
O35.9,6
